
Title,Company,Salary,Location,ExpireDate,Link,Description
Solution Architect - Hybrid working,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI  (SHBFinance),Lương: Cạnh tranh,Hà Nội,Hạn nộp: 07-12-2024,https://careerviet.vn/vi/tim-viec-lam/solution-architect-hybrid-working.35C1FC4B.html,"Tối thiểu Bằng Cử nhân chuyên ngành Khoa học Máy tính, Công nghệ Thông tin hoặc các lĩnh vực liên quan. Chứng chỉ ngành công nghiệp như TOGAF hoặc Azure, AWS Certified Solutions Architect là một lợi thế./Minimum bachelor's degree in Computer Science Computer Science, Information Technology, or related field. Certifications such as TOGAF or Azure, AWS Certified Solutions Architect is a plus.; Ít nhất 01 năm kinh nghiệm làm Kiến trúc sư giải pháp hoặc vai trò tương tự trong ngành tài chính - ngân hàng, chứng khoán, bảo hiểm hoặc fintech...At least 01 years of experience as a Solution Architect or a similar role  in the banking - finance, consumer finance, securities, insurance, fintech industry.; Sử dụng thành thạo tiếng Anh trong công việc/ Business proficient level of English (TOEIC, IELTS certificates or equivalent) to attend meetings with non Vietnamese stakeholders, provide support to applications, help team to take the best decision and document your work.; Kiến thức sâu về kiến trúc phần mềm và phần cứng, điện toán đám mây và các công nghệ tích hợp./In-depth knowledge of software and hardware architecture, cloud computing, and integration technologies; Kiến thức sâu về nguyên lý lập trình phần mềm (ví dụ: SOLID), mẫu thiết kế (ví dụ: GoF) và các thực tiễn tốt nhất./In-depth knowledge of software programming principles (e.g., SOLID), design patterns (e.g., GoF), and best practices.; Chuyên môn về tích hợp hệ thống, kiến trúc doanh nghiệp và khả năng mở rộng./Expertise in system integration, enterprise architecture, and scalability.; Khả năng chứng minh thành công trong môi trường phát triển linh hoạt theo phương pháp Agile như XP, Scrum và các khung như SAFe, Spotify, Scrum@Scale, LeSS, ...v.v./Proven ability to thrive in an agile development environment following either XP, Scrum and enterprise at scale framework like SAFe, Spotify, Scrum@Scale, LeSS, ..etc.; Quen thuộc với các ngôn ngữ lập trình khác nhau (ví dụ: Java, .NET, Go, Python, nodejs, …v.v.) và các phương pháp phát triển phần mềm (ví dụ: Agile, DevOps, lý thuyết và thực tiễn CI/CD)./Familiarity with various programming languages (e.g., Java, .NET, Go, Python, nodejs, …etc) and software development methodologies (e.g., Agile, DevOps, CI/CD theory and practices).; Kiến thức về các framework phát triển di động (ví dụ: Native Android/iOS, Flutter, ReactJS)./Knowledge of mobile development frameworks (e.g., Native Android/iOS, Flutter, ReactJS).; Kinh nghiệm với các framework phát triển front-end (ví dụ: Angular, React, Vue)./Experience with front-end development frameworks (e.g., Angular, React, Vue).; Có khả năng thiết lập và phát triển các tiêu chuẩn và chính sách doanh nghiệp./Able to establish and develop standards and enterprise policy.; Khả năng phân tích và định lượng/ Analytical and quantitative skills; Khả năng tư duy logic/ Logical thinking; Khả năng tư duy chiến lược/ Ability Strategic thinking; Khả năng giải quyết vấn đề/Ability to solve problems"
Senior Business Intelligence Analyst - Corporate Banking - Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội,Hạn nộp: 07-12-2024,https://careerviet.vn/vi/tim-viec-lam/senior-business-intelligence-analyst-corporate-banking-ha-noi.35C1FC5C.html,"Tốt nghiệp Đại học về kinh tế/ngân hàng/tài chính/công nghệ thông tin; Có 4 năm kinh nghiệm trở lên liên quan đến báo cáo và phân tích cho ngân hàng; Có kiến thức về ngân hàng, sản phẩm, dịch vụ, mô hình kinh doanh; Có kiến thức về hệ thống dữ liệu, hệ thống báo cáo phân tích kinh doanh; Kỹ năng sử dụng thành thạo các công cụ quản lý dữ liệu (SQL, Oracle…); Kỹ năng báo cáo, phân tích sử dụng đa công cụ (Excel, BI tools, R…); Kỹ năng giao tiếp và tương tác tốt, ưu tiên sử dụng được tiếng Anh; Thu nhập hấp dẫn, lương thưởng cạnh tranh theo năng lực; Thưởng các Ngày lễ, Tết (theo chính sách ngân hàng từng thời kỳ); Được vay ưu đãi theo chính sách ngân hàng từng thời kỳ; Chế độ ngày phép hấp dẫn theo cấp bậc công việc; Bảo hiểm bắt buộc theo luật lao động + Bảo hiểm VPBank care cho CBNV tùy theo cấp bậc và thời gian công tác; Được tham gia các khóa đào tạo tùy thuộc vào Khung đào tạo cho từng vị trí; Thời gian làm việc: từ thứ 2 – thứ 6 & nghỉ 2 t7 trong tháng; Môi trường làm việc năng động, thân thiện, có nhiều cơ hội học đào tạo, học hỏi và phát triển; được tham gia nhiều hoạt động văn hóa thú vị (cuộc thi về thể thao, tài năng, hoạt động teambuiding...)"
Software Developer,Phuc Thang Fine Furniture,Lương: Cạnh tranh,Bình Dương,Hạn nộp: 06-12-2024,https://careerviet.vn/vi/tim-viec-lam/software-developer.35C25522.html,Không có mô tả
Chuyên Viên Cao Cấp Phân Tích Nghiệp Vụ (BA Data),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội,Hạn nộp: 25-11-2024,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-nghiep-vu-ba-data.35C232F5.html,"Trình độ chuyên môn: Tốt nghiệp Đại học trở lên chuyên ngành Kinh tế, Ngân hàng, Kế toán…; Am hiểu hoạt động kinh doanh và các sản phẩm dịch vụ của ngân hàng;; Am hiểu các quy định của pháp luật và NHNN trong lĩnh vực ngân hàng, đầu tư tài chính;; Có kiến thức sâu về ngân hàng, hoạt động tài chính, phân tích kinh doanh, phân tích tài chính, thị trường vốn, trao đổi tiền tệ, kế toán quản trị, hệ thống thông tin và cơ sở dữ liệu của ngân hàng …; Trình độ Tin học: thành thạo tin văn phòng; Trình độ ngoại ngữ (Tiếng Anh): giao tiếp thành thạo; Kinh nghiệm: Có ít nhất 4 - 6 năm kinh nghiệm làm việc tài chính, ngân hàng, phân tích nghiệp vụ...; Ưu tiên có kinh nghiệm làm việc về kiểm toán, kế toán tổng hợp, thông tin báo cáo, kế hoạch ngân sách, phân tích kinh doanh, tài chính trong hệ thống ngân hàng.; Khả năng nắm bắt công việc nhanh, quản lý, sắp xếp, xử lý công việc khoa học; Thành thạo các phần mềm tính toán, phân tích số liệu và có khả năng làm việc tốt với số liệu; Kỹ năng tổng hợp, trình bày báo cáo tốt; phân tích, tư vấn tốt về cơ chế ghi nhận kết quả kinh doanh, các chiều phân tích dữ liệu, …; Khả năng làm việc độc lập, phối hợp làm việc nhóm tốt; Khả năng giao tiếp tốt; Có khả năng hoạch định công việc, có tinh thần trách nhiệm cao trong công việc; Thu nhập hấp dẫn, lương thưởng cạnh tranh theo năng lực; Thưởng các Ngày lễ, Tết (theo chính sách ngân hàng từng thời kỳ); Được vay ưu đãi theo chính sách ngân hàng từng thời kỳ; Chế độ ngày phép hấp dẫn theo cấp bậc công việc; Bảo hiểm bắt buộc theo luật lao động + Bảo hiểm VPBank care cho CBNV tùy theo cấp bậc và thời gian công tác; Được tham gia các khóa đào tạo tùy thuộc vào Khung đào tạo cho từng vị trí; Thời gian làm việc: từ thứ 2 – thứ 6 & sáng thứ 7; Môi trường làm việc năng động, thân thiện, có nhiều cơ hội học đào tạo, học hỏi và phát triển; được tham gia nhiều hoạt động văn hóa thú vị (cuộc thi về thể thao, tài năng, hoạt động teambuiding...)"
Chuyên viên chính/Chuyên viên cao cấp vận hành mô hình - Trung tâm Quản trị dữ liệu,Ngân Hàng TMCP Tiên Phong (TPBank),Lương: Cạnh tranh,Hà Nội,Hạn nộp: 20-12-2024,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-van-hanh-mo-hinh-trung-tam-quan-tri-du-lieu.35C244D2.html,"Thử việc 100% lương cơ bản, tổng thu nhập 15-18 tháng/năm; Thưởng dự án và thưởng cuối năm cao; Môi trường làm việc sáng tạo, hiện đại, quản lý theo tiến độ và hiệu quả công việc, giờ làm việc linh hoạt; Đội ngũ lãnh đạo thân thiện, hòa đồng, quan tâm đến sự phát triển của các cá nhân; Nhân viên được đào đạo tận tình các kĩ năng mềm và nghiệp vụ chuyên sâu; Không khí vui vẻ, đồng nghiệp trẻ trung, năng động; Nhiều hoạt động tập thể lý thú và ý nghĩa: bóng đá, karaoke, đi phượt, du lịch, từ thiện hàng năm; Trợ cấp thai sản cho nhân viên nữ; Tổ chức khám sức khỏe tổng quát định kỳ hàng năm, mua thêm gói bảo hiểm sức khỏe cho nhân viên ngoài Bảo hiểm y tế"
Chuyên viên chính/cao cấp phân tích dữ liệu nâng cao (Advanced Analytics),Ngân Hàng TMCP Tiên Phong (TPBank),Lương: Cạnh tranh,Hà Nội,Hạn nộp: 20-12-2024,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-cao-cap-phan-tich-du-lieu-nang-cao-advanced-analytics.35C244D6.html,"Ưu tiên các trường đại học quốc tế hoặc ĐH BKHN/ ĐHQGHN (trong trường hợp đào tạo trong nước); chuyên ngành Khoa học dữ liệu/Khoa học máy tính/Lập trình ứng dụng,...; Đã có kinh nghiệm làm việc trong mảng phân tích dữ liệu, khoa học dữ liệu tại các tổ chức tài chính/ngân hàng/các công ty công nghệ.; Sử dụng thành thạo ít nhất một phần mềm phân tích dữ liệu, xây dựng mô hình như Python/ Docker / Kubernetes / Hadoop/Spark/Kafka; Cẩn thận, tỉ mỉ, làm việc tốt dưới áp lực;; Ưu tiên các ứng viên có kinh nghiệm tham gia triển khai các dự án liên quan tới phân tích dữ liệu/ phân tích nâng cao tại các ngân hàng thương mại;; Sử dụng thành thạo ít nhất một công cụ BI và trực quan hóa dữ liệu là một lợi thế;; Có kỹ năng, tư duy lập trình là một lợi thế;; Kỹ năng ngôn ngữ và diễn đạt văn bản tốt; sử dụng thành thạo tiếng Việt và có khả năng giao tiếp bằng tiếng Anh."
Technical Architect,"HD SAISON Finance Co., Ltd",Lương: Cạnh tranh,Hồ Chí Minh,Hạn nộp: 01-12-2024,https://careerviet.vn/vi/tim-viec-lam/technical-architect.35C2477F.html,"Tối thiểu có 6 năm phát triển phần mềm; Có kinh nghiệm trong ngành Tài chính tiêu dùng, Bảo hiểm, Ngân hàng là một lợi thế.; Có kiến thức về kiến trúc hệ thống chịu tải cao, design parttern, microservices,...; Thiết kế OpenAPI, API cho đối tượng cụ thể.; Hiểu biết sâu về các kỹ thuật/công nghệ: Redis, MongoDB, PostgreSQL, Kafka, Kong API Gateway …; Có khả năng tuning performance của ứng dụng, hệ thống.; Có kinh nghiệm phát triển, sử dụng cloud, FrontEnd là một lợi thế.; Kiến thức về Java Spring Boot, ReactJS, CSS...; Kiến thức về Frontend, Backend."
"Senior System Administrator (Linux, Database)",Simpson Strong Tie Viet Nam Company Limited,Lương: Cạnh tranh,Hồ Chí Minh,Hạn nộp: 06-12-2024,https://careerviet.vn/vi/tim-viec-lam/senior-system-administrator-linux-database.35C25895.html,"8 years of Linux Administration experience, preferably SUSE.; 3 years of scripting experience in shell, Perl, Python, etc.; 2 years of database administration and support skills preferably SQL Server.; 2 years’ experience in SAP environments; 1 year experience as a technical or team Lead; Attractive salary with 100% salary during probation; 13th-month salary, Performance bonus, Salary review annually; Premium health care program for employees + one of your beloved ones, Annual medical check-up; 14 vacation days, Christmas Day per year; Opportunity to be on-site in the USA; Chance to collaborate and work with global stakeholders; Provide training to develop our employee‘s knowledge and skills (Internal training: Udemy, Pluralsight, and another online training course, TechTalk sharing within Software Development Division; External training: Management, English, Soft Skills, ….); Benefits for special holidays (Birthday, Marriage, Women’s Day, Tet Holidays, Mid-Autumn, Newborn babies, International Children‘s Day…); Company trip and Year-End party every year; Social, sports and several team building activities; Young, friendly and international working environment; Modern working conditions and entertainment facilities at the office; Snacks, tea and coffee all the time; Compliance fully to Vietnam Labor code"
[CVP] Chuyên gia Phân tích dữ liệu,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Lương: Cạnh tranh,Hà Nội,Hạn nộp: 06-12-2024,https://careerviet.vn/vi/tim-viec-lam/cvp-chuyen-gia-phan-tich-du-lieu.35C1F8FC.html,"Tốt nghiệp Đại học trở lên chuyên ngành: Toán kinh tế, Phân tích kinh doanh, Khoa học dữ liệu, Phân tích dữ liệu, Tài chính - Ngân hàng, Tài chính - Doanh nghiệp, Kinh tế, Kế toán kiểm toán, Quản trị kinh doanh và các ngành liên quan.; Ứng viên có từ 5 năm kinh nghiệm tương đương tại các vị trí Phân tích dữ liệu, Phân tích kinh doanh, Phân tích báo cáo, Mô hình dữ liệu là lợi thế lớn; Ứng viên thành thạo các công cụ excel, SQL, Power BI, VBA, Python,...; Chứng chỉ nghề (ưu tiên): Phân tích dữ liệu/ MOS/ Microsoft/ Oracle/ Tableau/ Nghiên cứu thị trường/ Phân tích đầu tư tài chính – CFA; Tiếng Anh: TOEIC 500 trở lên hoặc chứng chỉ tương đương"
Kiểm toán viên/ Chuyên viên Kiểm toán nội bộ Công nghệ thông tin,VCBS - Chung khoan VCB,Lương: Cạnh tranh,Hà Nội,Hạn nộp: 06-12-2024,https://careerviet.vn/vi/tim-viec-lam/kiem-toan-vien-chuyen-vien-kiem-toan-noi-bo-cong-nghe-thong-tin.35C1F664.html,"Trình độ:; Tốt nghiệp Đại học trở lên các chuyên ngành Kiểm toán, An toàn thông tin, công nghệ thông tin hoặc các chuyên ngành kỹ thuật khác có liên quan; Không phải là người đã từng bị xử phạt từ mức phạt tiền trở lên đối với các hành vi vi phạm trong lĩnh vực chứng khoán, ngân hàng, bảo hiểm trong vòng năm (05) năm gần nhất;; Trình độ ngoại ngữ: Tiếng Anh chứng chỉ B1 Châu Âu (hoặc tương đương) trở lên, giao tiếp và đọc hiểu được các tài liệu Tiếng Anh liên quan đến công việc phụ trách.; Kinh nghiệm:; Có ít nhất 02 năm kinh nghiệm về CNTT hoặc kiểm toán CNTT trong các tổ chức tài chính (ngân hàng, công ty tài chính…) hoặc các tổ chức tư vấn.; Kiến thức:; Am hiểu về môi trường pháp lý liên quan đến lĩnh vực chứng khoán.; Am hiểu về thị trường chứng khoán, vốn và các sản phẩm, dịch vụ liên quan đến lĩnh vực chứng khoán.; Có kiến thức đầy đủ và luôn được cập nhật về các lĩnh vực được giao thực hiện kiểm toán nội bộ.; Có kiến thức tốt về Kiểm toán CNTT: hạ tầng CNTT, thiết bị mạng, các hệ điều hành, cơ sở dữ liệu, an ninh thông tin; Dự án CNTT, SQL; Kỹ năng:; Kỹ năng làm việc độc lập và làm việc theo nhóm.; Khả năng:; Khả năng tư duy logic.; Khả năng đánh giá, phân tích và ra quyết định.; Khả năng nhận biết, đánh giá rủi ro.; Phẩm chất cá nhân:; Chịu được áp lực công việc.; Nhạy bén, linh hoạt.; Trung thực, có tinh thần trách nhiệm trong công việc.; Cam kết làm việc lâu dài với Công ty.; Mức lương: Thỏa thuận, cạnh tranh trên thị trường và được hưởng mức thu nhập theo kết quả hoạt động kinh doanh của Công ty, xứng đáng với năng lực, kinh nghiệm và hiệu quả công việc.; Được hưởng các khoản phụ cấp ăn trưa, trách nhiệm công việc,…; Được hưởng đầy đủ chế độ BHXH, BHYT và các chế độ phúc lợi khác theo quy định.; Được hưởng gói Bảo hiểm chăm sóc sức khỏe và hỗ trợ y tế cho CBNV và tham gia bảo hiểm cho người thân.; Có nhiều cơ hội thăng tiến; Được đào tạo, tạo điều kiện tối đa để phát huy hết khả năng;; Môi trường làm việc văn minh, chuyên nghiệp.; Ứng viên nộp hồ sơ theo Mẫu Thông tin ứng viên VCBS (bắt buộc) để ứng tuyển. Mẫu Thông tin ứng viên đăng tải tại website: http://tuyendung.vcbs.com.vn mục Cơ hội nghề nghiệp, trong đó nêu rõ kinh nghiệm công tác và quá trình đào tạo.; VCBS ưu tiên ứng viên gửi hồ sơ sớm; VCBS có thể kết thúc việc tuyển dụng trước hạn khi đã tìm được ứng viên phù hợp.; VCBS chỉ liên hệ với các ứng viên đủ điều kiện tham gia dự thi."
Chuyên viên lập trình báo cáo các phân hệ SAP,Tổng công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội (HABECO - Bia Hà Nội),Lương: 15 Tr - 25 Tr VND,Hà Nội,Hạn nộp: 06-12-2024,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-lap-trinh-bao-cao-cac-phan-he-sap.35C1F5F2.html,"Nắm vững kiến thức về lập trình ABAP (có kinh nghiệm lập trình ABAP là lợi thế); Có kiến thức về Java, C#, C/C++, Excel VBA, Python, Web API, Native, React Native; Có kiến thức lập trình (OOP) và truy vấn CSDL SQL; Có kiến thức về quản trị hệ thống (Windows, UNIX, Linux).; Khả năng phân tích và giải quyết vấn đề tốt; Khả năng truyền tải thông tin và làm việc nhóm.; Có khả năng sử dụng tiếng Anh là một lợi thế.; Tối thiểu 01 năm kinh nghiệm lập trình C#, các công nghệ .NET, ASP.NET…cơ sở dữ liệu MS SQL; Ưu tiên ứng viên có kinh nghiệm làm việc với hệ thống SAP ERP"
Senior Backend Developer (Java),"HD SAISON Finance Co., Ltd",Lương: Cạnh tranh,Hồ Chí Minh,,https://careerviet.vn/vi/tim-viec-lam/senior-backend-developer-java.35C25688.html,"Tối thiểu có 03 năm phát triển phần mềm; Có kiến thức về hoạt động thẻ ngân hàng là một lợi thế; Kiến thức về Java; Có kiến thức về Springboot/ Microservices, JPA, Hibernate; Có kiến thức về lập trình hướng đối tượng, Web Services (REST/SOAP); Kiến thức về Database; Oracle Database (SQL queries, Package, Function, Procedure); Kiến thức về Front-End; Có kiến thức về HTML, CSS, Javascript, Bootstrap; Có kiến thức về ReactJs, Vuejs… là một lợi thế"
Fresher Front-End Developer,CÔNG TY TNHH PHẦN MỀM HALOSOFT,Lương: 7 Tr - 8 Tr VND,Hồ Chí Minh,Cơ hội ứng tuyển chỉ còn: 6 ngày,https://careerviet.vn/vi/tim-viec-lam/fresher-front-end-developer.35C2198C.html,"Nắm vững kiến thức chuyên môn HTML5/ CSS-SCSS, BOOTSTRAP, JS, PHOTOSHOP.; Tốt nghiệp cao đẳng/ đại học chuyên ngành công nghệ thông tin.; Thể hiện các dự án đã hoàn thành và các sản phẩm template qua cv.; Kỹ năng phân tích vấn đề, tư duy logic tốt.; Khả năng đọc hiểu tài liệu tiếng Anh và khai thác công cụ tìm kiếm.; Có khả năng làm việc độc lập và làm việc theo nhóm.; Có khả năng chịu áp lực tốt.; Môi trường trẻ chuyên nghiệp, năng động, sáng tạo, phát triển, có nhiều cơ hội thăng tiến.; Được đào tạo nâng cao năng lực, thoải mái đề xuất ý tưởng để nâng cao hiệu suất làm việc.; Được hưởng đầy đủ các chính sách về lao động theo luật lao động về bảo hiểm, Lương, thưởng, nghỉ Lễ, Tết...; Chế độ đãi ngộ tốt, thưởng lễ, Tết, sinh nhật, thưởng theo dự án, thưởng năm, tháng lương tháng 13 (thưởng danh hiệu theo cá nhân, thưởng kết quả hoạt động, kinh doanh của Đơn vị,...); Cơ hội nghề nghiệp & lộ trình thăng tiến rõ ràng.; Trang phục tự do, phòng làm việc rộng rãi đầy đủ tiện nghi.; Du lịch nghỉ mát hàng năm.; Happy hour và nhiều sự kiện khác hàng tuần.; Sử dụng máy tính của công ty.; Thời gian làm việc từ 08h00-17h30 thứ 2 đến thứ 6, nghỉ trưa 1 giờ 30 phút.; Phụ cấp cơm trưa."
Chuyên viên Product designer (UI/UX),Công ty Cổ phần Masscom Việt Nam,Lương: 12 Tr - 15 Tr VND,Hà Nội,Hạn nộp: 30-11-2024,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-product-designer-ui-ux.35C2196A.html,Không có mô tả
Project Manager,Công ty Easia Travel,Lương: Cạnh tranh,Hà Nội,Hạn nộp: 30-11-2024,https://careerviet.vn/vi/tim-viec-lam/project-manager.35C22F4A.html,"Strong project management skills, preferably with experience in software implementation or technical products.; Excellent communication and coordination abilities across multiple teams and stakeholders.; Experience with project management tools.; Strong understanding of travel industry operations, especially in tour and product management.; Problem-solving skills and a proactive approach to technical issues.; Bachelor’s degree in Project Management, IT or a related field.; Experience in project management within the travel industry or software development."
Project Manager,tttt,Lương: Cạnh tranh,Hà Nội,Hạn nộp: 30-11-2024,"facebook.com","Có kiến thức về Javascript, HTML, CSS, Có kinh nghiệm sử dụng các thư viện ReactJS, Redux, Angular"
